,Country,Region,Year,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
783,Syrian Arab Republic,Middle East,2005,19.7,116.383,0.79,83,27.3,83,80,0.13,1532,5.8,0,1,74.4
784,Latvia,European Union,2002,12.6,225.2175,7.44,98,25.7,98,97,0.19,7849,10.6,1,0,71.0
785,France,European Union,2005,4.6,91.6715,12.88,35,25.0,98,98,0.11,35214,10.4,1,0,80.2
786,Syrian Arab Republic,Middle East,2015,41.6,178.1065,0.23,41,28.2,50,41,0.13,979,5.1,0,1,69.9
787,Indonesia,Asia,2006,39.9,189.1485,0.062,66,22.2,78,72,0.22,2289,7.9,0,1,67.7
788,United Arab Emirates,Middle East,2013,8.0,70.6545,1.86,98,28.2,98,98,0.13,35496,10.3,0,1,76.9
789,Burkina Faso,Africa,2010,121.5,280.9365,5.44,91,21.8,90,91,0.31,582,1.4,0,1,57.1
790,Haiti,Central America and Caribbean,2005,89.4,287.5005,3.49,60,23.9,60,60,1.14,1284,4.3,0,1,58.7
791,Mali,Africa,2008,140.2,289.566,0.58,74,22.4,74,74,0.62,707,1.9,0,1,54.2
792,Cambodia,Asia,2013,35.3,182.9515,2.8,83,21.9,71,83,0.11,1048,4.6,0,1,67.9
793,Eswatini,Africa,2000,112.2,559.1865,6.8,83,25.5,87,84,21.68,2472,3.9,0,1,47.5
794,Kyrgyz Republic,Asia,2009,31.6,206.2885,5.98,96,25.7,96,95,0.21,982,10.4,0,1,69.1
795,Grenada,Central America and Caribbean,2000,15.5,179.4865,9.21,97,25.3,97,97,0.4,6977,7.4,0,1,72.6
796,Guyana,South America,2008,39.0,219.435,5.83,93,25.6,93,93,0.71,4512,8.0,0,1,67.5
797,"Micronesia, Fed. Sts.",Oceania,2009,33.7,172.001,2.05,89,29.3,81,91,0.17,3015,7.0,0,1,66.3
798,Barbados,Central America and Caribbean,2011,14.8,104.765,8.69,91,27.4,91,91,0.35,16619,9.9,0,1,78.5
799,Kiribati,Oceania,2003,64.8,215.9625,0.44,73,29.0,79,70,0.17,1541,7.1,0,1,64.0
800,Bahrain,Middle East,2007,9.8,73.874,1.83,97,25.1,97,97,0.05,22112,8.4,0,1,75.6
801,Colombia,South America,2006,20.8,155.343,4.43,93,25.4,94,93,0.21,4638,6.7,0,1,74.5
802,Germany,European Union,2012,4.0,73.3235,11.32,88,26.4,94,95,0.03,40069,14.0,1,0,80.5
803,Fiji,Oceania,2000,22.4,219.344,2.46,98,26.3,91,90,0.03,4107,9.6,0,1,65.7
804,India,Asia,2014,46.2,180.388,3.0,79,21.7,84,85,0.07,1503,6.1,0,1,68.3
805,"Venezuela, RB",South America,2004,19.1,155.121,7.58,82,26.4,83,86,0.4,4326,7.2,0,1,72.7
806,Belgium,European Union,2006,4.8,86.023,10.94,94,25.8,99,98,0.08,39148,11.1,1,0,79.4
807,Slovak Republic,European Union,2014,6.4,108.859,10.26,97,26.3,97,97,0.01,15547,12.3,1,0,76.8
808,Antigua and Barbuda,Central America and Caribbean,2007,11.7,142.994,8.11,97,25.8,98,99,0.1,18062,9.2,0,1,75.4
809,El Salvador,Central America and Caribbean,2015,15.5,182.1595,2.54,91,27.6,92,91,0.18,3706,6.6,0,1,72.4
810,Panama,Central America and Caribbean,2015,17.0,114.701,6.84,73,26.8,72,73,0.4,13630,9.9,0,1,77.8
811,Bulgaria,European Union,2010,10.8,142.4175,9.82,95,26.0,94,94,0.03,6428,10.6,1,0,73.5
812,Mozambique,Africa,2013,92.3,356.677,1.0,78,22.5,84,78,3.5,544,3.4,0,1,54.9
813,Croatia,European Union,2005,6.7,112.169,10.72,96,26.1,96,96,0.02,11400,9.7,1,0,75.2
814,Libya,Africa,2004,24.4,137.419,0.012,99,27.1,97,97,0.07,11583,6.3,0,1,71.7
815,Bolivia,South America,2000,75.6,240.0465,2.3,77,24.7,74,75,0.26,2059,7.4,0,1,62.5
816,Maldives,Asia,2003,27.1,109.936,1.95,98,23.5,98,98,0.17,7553,3.3,0,1,72.4
817,Vanuatu,Oceania,2005,28.2,161.244,0.89,61,25.7,67,68,0.17,2622,6.5,0,1,68.4
818,Eswatini,Africa,2014,62.4,443.15,7.28,98,26.7,98,98,15.74,3630,6.5,0,1,53.6
819,Iraq,Middle East,2000,44.5,163.596,0.22,67,27.0,83,80,0.13,4337,5.0,0,1,69.1
820,Liberia,Africa,2002,163.7,344.857,4.29,58,23.2,51,39,3.5,780,3.6,0,1,52.8
821,Guinea-Bissau,Africa,2013,99.7,277.9945,2.95,87,23.2,86,87,1.82,593,2.8,0,1,56.1
822,Cote d'Ivoire,Africa,2011,103.1,416.7045,1.14,62,23.5,58,62,1.16,1559,4.4,0,1,53.6
823,Haiti,Central America and Caribbean,2009,81.2,267.026,3.53,60,24.5,65,65,0.9,1396,4.7,0,1,60.1
824,Togo,Africa,2002,112.9,334.717,0.86,81,22.2,58,59,2.34,501,4.1,0,1,53.7
825,"Bahamas, The",Central America and Caribbean,2008,16.2,172.336,9.65,90,27.4,93,93,0.53,34229,10.9,0,1,72.0
826,Nicaragua,Central America and Caribbean,2011,22.9,157.757,3.34,98,26.8,99,98,0.12,1761,6.1,0,1,72.7
827,Trinidad and Tobago,Central America and Caribbean,2011,21.8,174.802,5.79,90,27.1,91,90,0.4,18026,10.8,0,1,72.2
828,Samoa,Oceania,2009,25.7,133.7445,2.88,44,31.4,61,49,0.17,4012,9.9,0,1,71.4
829,Djibouti,Africa,2004,91.1,311.1355,0.51,88,23.7,64,64,0.85,863,3.6,0,1,57.7
830,Zimbabwe,Africa,2008,94.5,594.7345,2.82,75,23.6,75,75,7.81,850,7.0,0,1,46.5
831,Liberia,Africa,2009,103.6,272.1635,3.76,64,23.7,84,81,3.5,634,4.0,0,1,59.0
832,Jordan,Middle East,2015,17.5,109.942,0.3,99,28.9,99,99,0.13,4164,10.3,0,1,74.1
833,Latvia,European Union,2008,8.8,198.7445,11.84,93,26.2,94,94,0.19,12893,12.2,1,0,72.4
834,Bangladesh,Asia,2001,81.1,166.197,0.004,75,20.3,85,85,0.01,674,4.3,0,1,66.0
835,Moldova,Rest of Europe,2007,18.3,228.2265,7.81,95,26.4,93,92,0.44,2069,10.9,0,1,68.3
836,Grenada,Central America and Caribbean,2010,15.1,151.4055,7.71,97,26.4,94,97,0.4,8058,8.3,0,1,72.9
837,Tanzania,Africa,2015,58.1,239.667,7.86,98,23.1,96,98,2.01,948,5.8,0,1,63.1
838,Kuwait,Middle East,2014,8.9,59.3025,0.0,96,29.4,94,95,0.13,30857,6.9,0,1,75.0
839,Gabon,Africa,2015,50.3,238.5125,8.06,80,25.2,79,80,1.09,7385,8.1,0,1,64.9
840,Mozambique,Africa,2002,152.6,445.308,0.66,76,21.7,76,76,3.5,341,2.5,0,1,49.6
841,Senegal,Africa,2000,129.5,250.914,0.24,87,22.1,49,52,0.68,1067,1.9,0,1,57.8
842,Armenia,Rest of Europe,2011,17.3,133.0115,4.07,95,26.1,96,95,0.08,3099,11.2,0,1,73.6
843,Belgium,European Union,2001,5.6,97.8795,11.01,60,25.5,96,95,0.08,35943,10.2,1,0,78.0
844,Cyprus,European Union,2011,3.2,56.015,10.71,96,26.8,99,99,0.06,25466,11.6,1,0,79.6
845,Lebanon,Middle East,2005,14.1,81.015,1.73,77,26.7,74,77,0.03,6668,7.5,0,1,76.9
846,Ireland,European Union,2005,5.2,77.6135,13.06,95,26.8,90,90,0.06,49382,11.7,1,0,78.9
847,Tunisia,Africa,2002,26.1,107.7635,1.15,93,25.3,96,96,0.01,2980,5.2,0,1,73.6
848,Zimbabwe,Africa,2001,93.8,703.677,1.93,76,23.3,76,75,11.96,1715,6.7,0,1,44.0
849,Azerbaijan,Asia,2015,26.3,124.897,0.51,96,26.9,98,96,0.05,5500,10.7,0,1,72.3
850,Sao Tome and Principe,Central America and Caribbean,2003,65.6,214.3245,6.7,43,23.8,94,94,0.89,1136,4.4,0,1,63.4
851,Nigeria,Africa,2015,126.4,356.2145,4.51,49,23.2,42,49,0.58,2687,6.0,0,1,53.1
852,Thailand,Asia,2015,10.8,148.889,6.95,99,24.3,99,99,0.16,5840,7.6,0,1,76.1
853,Albania,Rest of Europe,2006,18.5,83.5945,5.17,98,25.7,97,97,0.03,2851,9.2,0,1,75.4
854,Romania,European Union,2014,9.9,130.962,9.48,94,26.6,94,94,0.04,8671,10.9,1,0,74.9
855,Equatorial Guinea,Africa,2007,124.4,336.8925,8.31,46,23.3,55,41,4.21,14620,5.4,0,1,54.8
856,Brunei Darussalam,Asia,2000,10.3,106.3215,0.35,99,25.3,99,99,0.1,34064,8.3,0,1,73.1
857,Eswatini,Africa,2006,109.0,588.7775,6.26,93,26.0,88,87,18.94,3060,5.1,0,1,42.7
858,"Egypt, Arab Rep.",Africa,2005,35.7,170.095,0.15,98,28.2,98,98,0.13,2830,5.6,0,1,69.4
859,Zambia,Africa,2013,71.1,316.2765,2.98,79,22.4,74,79,5.0,1321,6.8,0,1,59.7
860,Kenya,Africa,2003,85.4,459.654,1.5,73,22.2,75,73,3.71,1135,5.6,0,1,52.4
861,Haiti,Central America and Caribbean,2014,71.9,246.6045,2.69,48,25.1,63,48,0.71,1371,5.1,0,1,62.1
862,Rwanda,Africa,2012,54.9,220.852,6.43,98,21.8,98,98,0.84,669,3.7,0,1,65.4
863,Iceland,Rest of Europe,2013,2.4,53.1585,6.8,88,26.1,91,91,0.05,50947,11.9,1,0,82.1
864,Sierra Leone,Africa,2008,174.9,440.0625,3.83,77,22.5,75,77,1.21,516,2.9,0,1,47.5
865,Qatar,Middle East,2014,8.1,57.076,1.01,89,29.0,99,89,0.06,62785,9.8,0,1,79.6
866,Switzerland,Rest of Europe,2011,4.5,54.1965,9.99,88,25.1,96,96,0.06,82678,13.3,1,0,82.7
867,Kenya,Africa,2006,72.0,374.103,0.86,80,22.5,77,80,2.92,1239,5.9,0,1,56.1
868,Mongolia,Asia,2015,19.4,212.841,8.35,99,26.1,99,99,0.01,3875,10.1,0,1,69.1
869,Central African Republic,Africa,2005,160.8,523.723,1.57,45,22.0,47,54,3.05,455,3.3,0,1,44.7
870,Grenada,Central America and Caribbean,2003,14.8,171.547,9.89,97,25.7,98,97,0.4,7653,7.6,0,1,73.0
871,Gabon,Africa,2002,79.6,328.5085,8.29,70,23.9,44,45,3.33,7662,6.5,0,1,57.8
872,Mauritania,Africa,2003,110.8,225.6,0.004,61,24.0,75,76,0.42,1283,3.2,0,1,61.0
873,Portugal,European Union,2015,3.6,73.283,10.34,98,25.7,98,98,0.12,19250,9.1,1,0,81.1
874,Myanmar,Asia,2008,98.4,216.1595,0.79,85,21.9,85,85,0.39,753,3.9,0,1,62.7
875,Algeria,Africa,2012,26.2,100.2005,0.43,95,25.2,95,95,0.03,4012,7.6,0,1,75.4
876,Tanzania,Africa,2011,68.4,301.7985,7.09,90,22.9,88,90,2.4,845,5.1,0,1,59.5
877,Colombia,South America,2011,17.7,145.9445,4.3,85,25.8,85,85,0.22,5468,7.5,0,1,75.7
878,Tanzania,Africa,2005,93.9,395.016,5.74,90,22.5,91,90,3.41,692,4.8,0,1,54.3
879,Comoros,Africa,2012,79.4,234.8335,0.11,89,24.0,85,86,0.01,1237,4.6,0,1,62.6
880,Togo,Africa,2014,78.3,275.155,1.25,87,23.4,82,87,0.72,554,4.7,0,1,59.6
881,Ireland,European Union,2009,4.3,73.9955,10.93,95,27.1,94,94,0.07,45386,12.1,1,0,80.2
882,Jordan,Middle East,2002,25.3,127.8375,0.51,95,28.0,95,95,0.13,3849,9.6,0,1,72.1
883,Netherlands,European Union,2013,4.1,60.819,8.59,88,25.5,97,97,0.05,44055,12.1,1,0,81.3
884,Cyprus,European Union,2001,6.0,67.9315,10.16,89,26.3,97,97,0.03,23018,10.1,1,0,78.1
885,Belgium,European Union,2007,4.7,86.1695,13.43,94,25.8,99,98,0.08,40290,11.1,1,0,79.8
886,Lithuania,European Union,2000,10.7,197.9555,9.87,98,26.0,92,94,0.04,6423,10.7,1,0,72.0
887,Liberia,Africa,2013,92.0,252.3375,3.74,76,24.0,80,76,3.5,754,4.4,0,1,61.2
888,Ukraine,Rest of Europe,2011,11.2,203.8,8.74,21,26.3,54,50,0.26,2450,11.3,0,1,70.8
889,"Gambia, The",Africa,2002,104.2,295.754,3.37,92,22.3,86,87,1.59,700,2.1,0,1,56.8
890,Suriname,South America,2007,25.0,187.5935,4.69,84,25.9,84,84,0.75,8204,7.7,0,1,69.6
891,Slovenia,European Union,2011,3.1,81.406,10.61,88,26.2,96,96,0.02,20747,12.2,1,0,80.0
892,Brazil,South America,2003,28.4,174.611,6.84,97,25.1,99,99,0.25,6896,6.2,0,1,71.2
893,Somalia,Africa,2009,161.9,328.7635,0.0,42,22.7,41,42,0.13,280,2.1,0,1,53.7
894,Guinea,Africa,2006,130.4,311.2915,0.15,57,22.3,53,57,1.09,655,1.6,0,1,54.1
895,Sao Tome and Principe,Central America and Caribbean,2012,30.2,195.5055,5.65,96,24.6,96,96,0.22,1446,5.1,0,1,68.3
896,New Zealand,Oceania,2013,5.8,66.5335,9.12,93,27.8,92,92,0.03,37219,12.1,1,0,81.4
897,Saudi Arabia,Middle East,2003,18.5,104.079,0.057,95,27.7,95,95,0.13,17385,7.1,0,1,73.1
898,Guinea-Bissau,Africa,2007,132.2,296.2785,3.22,83,22.8,76,74,2.81,566,2.3,0,1,53.1
899,Canada,North America,2012,5.6,67.445,8.3,70,26.9,91,95,0.1,42316,12.8,1,0,81.6
900,Maldives,Asia,2015,9.8,68.362,1.26,99,25.3,99,99,0.17,9033,6.3,0,1,77.7
901,Lesotho,Africa,2014,94.2,518.279,2.75,93,24.9,88,93,10.88,1120,6.1,0,1,49.9
902,Comoros,Africa,2015,72.3,227.2735,0.14,91,24.3,92,91,0.01,1243,4.8,0,1,63.5
903,Trinidad and Tobago,Central America and Caribbean,2015,19.3,168.7145,5.97,90,27.5,88,96,0.4,18384,10.8,0,1,72.9
904,Mauritania,Africa,2006,106.1,219.9,0.011,68,24.3,68,68,0.32,1585,3.4,0,1,61.6
905,Burundi,Africa,2008,103.6,333.529,4.8,92,21.2,89,92,0.61,306,2.5,0,1,55.7
906,United Arab Emirates,Middle East,2015,7.6,68.5765,2.12,99,28.4,99,99,0.13,38663,10.6,0,1,77.3
907,Latvia,European Union,2009,8.3,185.722,9.85,92,26.2,94,94,0.2,11240,12.3,1,0,73.1
908,Timor-Leste,Oceania,2009,64.4,167.5715,0.085,72,20.6,78,72,0.07,1104,4.4,0,1,66.8
909,Sri Lanka,Asia,2002,15.5,140.0585,1.62,86,21.7,98,98,0.02,1939,10.2,0,1,73.1
910,Brazil,South America,2008,20.6,159.6305,6.83,96,25.6,99,99,0.25,8259,6.7,0,1,73.0
911,Moldova,Rest of Europe,2006,19.0,229.8025,7.94,98,26.4,98,97,0.42,2004,10.6,0,1,68.0
912,Costa Rica,Central America and Caribbean,2012,9.9,90.369,3.17,91,27.0,90,91,0.18,10945,8.5,0,1,79.1
913,Slovak Republic,European Union,2008,7.4,134.367,11.87,99,25.9,99,99,0.01,14488,11.2,1,0,74.7
914,Slovenia,European Union,2002,4.9,115.2275,9.87,88,25.5,93,93,0.02,17302,11.5,1,0,76.0
915,Costa Rica,Central America and Caribbean,2007,11.1,94.6415,4.25,89,26.5,89,89,0.16,9725,8.1,0,1,78.4
916,Libya,Africa,2007,20.2,130.9605,0.007,98,27.4,98,98,0.09,14010,6.8,0,1,72.2
917,Mexico,North America,2007,21.3,121.657,4.24,98,27.3,98,98,0.15,9214,8.0,0,1,75.3
918,Papua New Guinea,Oceania,2009,59.3,236.9375,0.78,66,24.9,70,73,0.36,2077,3.9,0,1,61.7
919,Peru,South America,2001,35.3,151.0545,4.09,84,25.1,90,90,0.19,3282,8.1,0,1,71.5
920,Latvia,European Union,2013,6.0,167.92,10.43,94,26.5,94,94,0.26,12796,12.7,1,0,74.0
921,Uzbekistan,Asia,2006,40.1,176.2165,1.81,98,25.5,94,96,0.13,1656,9.9,0,1,68.7
922,Slovenia,European Union,2012,2.9,80.7685,10.95,88,26.2,96,96,0.02,20157,11.7,1,0,80.1
923,Lao PDR,Asia,2004,90.8,249.926,3.54,45,21.5,46,45,0.15,1112,4.2,0,1,61.1
924,Uzbekistan,Asia,2005,43.4,179.348,1.76,99,25.3,99,99,0.12,1560,9.8,0,1,68.4
925,Malaysia,Asia,2010,8.1,127.3235,0.52,96,25.0,96,96,0.17,8248,9.8,0,1,74.5
926,Portugal,European Union,2011,3.7,83.842,10.86,97,25.8,97,97,0.15,19365,8.3,1,0,80.5
927,Honduras,Central America and Caribbean,2003,32.1,165.7915,2.87,91,25.2,92,92,0.29,1846,4.6,0,1,71.5
928,Samoa,Oceania,2007,19.3,143.1185,3.85,46,31.2,63,53,0.17,3949,9.7,0,1,70.9
929,Algeria,Africa,2011,26.7,102.167,0.4,95,25.1,95,95,0.02,3957,7.4,0,1,75.2
930,Burkina Faso,Africa,2009,126.9,285.488,5.52,92,21.7,91,92,0.35,554,1.4,0,1,56.4
931,Guinea-Bissau,Africa,2001,168.4,304.195,2.75,83,22.2,56,53,3.31,578,2.3,0,1,50.7
932,Philippines,Asia,2010,31.7,206.525,4.73,77,22.7,88,79,0.05,2433,8.9,0,1,69.8
933,France,European Union,2001,5.3,99.592,14.15,28,24.9,98,97,0.11,34015,10.0,1,0,79.2
934,Malawi,Africa,2010,84.2,390.2415,1.69,93,22.5,86,93,4.4,359,4.3,0,1,55.6
935,Antigua and Barbuda,Central America and Caribbean,2003,14.1,150.412,6.91,99,25.4,99,99,0.1,13793,9.0,0,1,74.6
936,Grenada,Central America and Caribbean,2002,15.0,174.2165,10.99,98,25.5,98,98,0.4,7016,7.4,0,1,72.9
937,"Congo, Rep.",Africa,2002,106.2,422.489,0.9,71,22.2,41,41,2.36,2115,5.7,0,1,53.1
938,Tajikistan,Asia,2002,71.0,167.8915,0.8,39,24.3,84,85,0.01,510,10.6,0,1,63.7
939,Angola,Africa,2012,105.1,252.352,7.83,75,23.0,54,75,1.21,3128,4.8,0,1,57.2
940,Jordan,Middle East,2004,23.9,124.424,0.5,95,28.1,95,95,0.13,4148,9.7,0,1,72.4
941,Cuba,Central America and Caribbean,2012,6.1,93.229,4.33,96,25.4,98,99,0.16,7138,10.8,0,1,78.4
942,South Africa,Africa,2012,41.5,400.445,7.22,68,27.1,69,65,8.52,6232,9.8,0,1,60.1
943,Israel,Middle East,2005,5.6,69.3715,2.46,96,26.6,95,93,0.08,28810,12.3,1,0,80.2
944,Portugal,European Union,2004,5.0,98.033,12.26,94,25.7,95,95,0.19,19110,7.4,1,0,77.7
945,Iceland,Rest of Europe,2014,2.4,55.2385,7.01,88,26.2,90,90,0.05,51233,12.2,1,0,82.9
946,Seychelles,Africa,2005,13.7,166.0905,6.6,99,25.8,99,99,3.5,10790,7.7,0,1,72.1
947,"Gambia, The",Africa,2008,80.3,279.9295,2.98,98,23.1,96,96,1.34,708,2.6,0,1,59.0
948,Libya,Africa,2002,26.5,141.7245,0.002,91,27.0,93,93,0.06,10129,5.9,0,1,71.2
949,"Congo, Dem. Rep.",Africa,2006,131.4,304.8745,2.68,69,21.2,62,62,0.74,371,4.5,0,1,54.4
950,Cabo Verde,Africa,2014,21.0,127.3355,4.31,97,24.4,95,95,0.26,3050,5.8,0,1,71.9
951,Ukraine,Rest of Europe,2000,18.3,256.5475,6.95,66,25.7,99,99,0.67,1420,10.7,0,1,67.7
952,Djibouti,Africa,2006,86.1,299.0395,1.03,88,23.7,72,72,0.62,968,3.8,0,1,58.3
953,Germany,European Union,2000,5.4,94.405,12.91,84,25.8,94,90,0.08,34490,11.2,1,0,77.9
954,Kenya,Africa,2013,52.3,233.9175,1.53,93,23.1,94,87,1.54,1397,6.3,0,1,63.4
955,Bolivia,South America,2008,46.9,208.323,3.51,88,25.6,87,88,0.18,2415,7.6,0,1,66.9
956,Uganda,Africa,2015,55.7,311.7215,7.44,78,22.4,85,78,2.08,847,5.7,0,1,61.4
957,Latvia,European Union,2004,11.2,213.151,8.81,98,25.9,99,99,0.16,9407,11.7,1,0,72.0
958,Romania,European Union,2004,19.4,165.474,11.77,99,25.3,97,97,0.05,5981,9.9,1,0,71.6
959,Cambodia,Asia,2004,70.7,228.9875,0.9,84,21.0,86,85,0.4,625,3.5,0,1,62.2
960,Bahrain,Middle East,2000,12.5,88.5395,1.97,97,25.5,97,97,0.05,23244,8.3,0,1,74.4
961,Uruguay,South America,2010,10.7,111.704,5.99,95,26.7,95,95,0.24,13433,8.4,0,1,76.8
962,Turkiye,Middle East,2007,22.5,123.188,1.37,96,27.2,96,96,0.08,8484,6.2,0,1,73.2
963,South Africa,Africa,2011,45.6,424.9215,7.17,76,27.0,71,69,9.01,6183,9.9,0,1,58.9
964,Chile,South America,2001,10.3,106.8675,6.1,94,26.7,96,97,0.14,8727,9.0,0,1,76.6
965,Madagascar,Africa,2004,88.5,266.172,0.8,71,20.8,74,78,0.05,463,5.5,0,1,60.8
966,Guatemala,Central America and Caribbean,2014,29.5,165.9155,1.69,73,26.4,55,73,0.03,3903,6.4,0,1,72.9
967,"Gambia, The",Africa,2010,73.6,274.965,2.82,97,23.4,97,97,1.21,753,2.8,0,1,59.6
968,United States,North America,2011,7.2,105.032,8.66,91,28.6,94,96,0.13,53395,13.3,1,0,78.6
969,Samoa,Oceania,2012,19.1,119.683,2.1,64,31.7,82,64,0.17,4012,10.2,0,1,72.1
970,Lao PDR,Asia,2007,79.1,231.569,5.03,50,21.8,46,50,0.17,1325,4.4,0,1,62.7
971,Australia,Oceania,2003,5.9,69.879,9.97,95,26.5,92,93,0.05,47997,11.8,1,0,80.2
972,Kenya,Africa,2008,63.5,324.2835,1.32,88,22.7,88,88,2.33,1255,6.0,0,1,58.8
973,Singapore,Asia,2013,2.8,53.8245,1.86,97,23.6,97,97,0.09,53300,11.4,0,1,82.2
974,Togo,Africa,2004,106.3,331.999,1.61,81,22.5,71,71,1.93,504,4.2,0,1,54.2
975,Djibouti,Africa,2013,70.1,256.191,0.36,82,23.9,82,82,0.29,2384,4.0,0,1,62.2
976,Saudi Arabia,Middle East,2000,22.0,109.984,0.054,93,27.6,95,95,0.13,17691,6.7,0,1,72.6
977,Eswatini,Africa,2013,62.5,451.479,7.36,98,26.6,98,98,15.83,3624,6.3,0,1,51.7
978,Eritrea,Africa,2006,64.6,324.3455,1.29,94,20.4,94,94,0.35,731,3.7,0,1,59.5
979,Gabon,Africa,2014,52.8,244.635,8.21,70,25.1,68,70,1.24,7350,8.1,0,1,64.3
980,Bangladesh,Asia,2005,64.6,153.489,0.0004,45,20.6,94,93,0.01,769,4.5,0,1,67.8
981,Greece,European Union,2011,4.0,73.7325,7.48,95,27.1,99,99,0.1,19401,10.3,1,0,80.7
982,Armenia,Rest of Europe,2006,22.5,144.2585,3.99,78,25.9,87,87,0.08,2697,10.9,0,1,72.7
983,Indonesia,Asia,2000,52.2,190.7545,0.063,65,21.6,72,75,0.06,1868,6.7,0,1,65.8
984,Pakistan,Asia,2013,80.6,162.208,0.03,72,23.7,65,72,0.13,1290,4.9,0,1,66.1
985,Vietnam,Asia,2007,23.9,134.8,1.51,67,20.7,92,92,0.21,1752,6.8,0,1,74.5
986,United Kingdom,Rest of Europe,2011,5.0,71.514,9.8,88,27.0,95,95,0.08,42772,13.0,1,0,81.0
987,Morocco,Africa,2006,39.3,104.479,0.48,95,25.1,97,97,0.05,2242,4.0,0,1,72.4
988,Costa Rica,Central America and Caribbean,2010,10.5,92.078,3.74,89,26.8,93,88,0.18,10237,8.3,0,1,78.8
989,Brazil,South America,2002,30.4,177.768,7.02,92,25.0,99,99,0.25,6905,6.0,0,1,70.8
990,Hungary,European Union,2013,5.6,133.9655,10.73,88,27.0,99,99,0.08,11710,12.0,1,0,75.6
991,Albania,Rest of Europe,2000,27.2,94.6955,3.92,96,25.2,97,97,0.01,1961,8.8,0,1,74.0
992,"Congo, Rep.",Africa,2012,57.9,284.405,1.9,62,22.9,61,85,2.04,2580,6.2,0,1,61.4
993,Chile,South America,2000,10.9,108.8855,6.24,94,26.6,91,91,0.15,8556,8.8,0,1,76.4
994,Antigua and Barbuda,Central America and Caribbean,2001,15.1,154.2495,6.85,96,25.2,99,97,0.1,13220,8.9,0,1,74.2
995,Tajikistan,Asia,2001,77.2,173.3405,0.8,59,24.2,84,85,0.01,468,10.6,0,1,62.8
996,Solomon Islands,Oceania,2005,29.3,196.3945,1.13,83,25.3,90,89,0.17,1827,4.8,0,1,69.2
997,Kiribati,Oceania,2007,65.5,211.21,0.55,96,29.3,93,94,0.17,1493,7.5,0,1,65.0
998,Afghanistan,Asia,2005,108.4,278.3395,0.016,66,22.2,58,58,0.02,346,2.6,0,1,58.3
999,Sao Tome and Principe,Central America and Caribbean,2015,23.1,191.586,5.0,96,24.7,96,96,0.15,1585,5.6,0,1,69.4
1000,Myanmar,Asia,2006,74.5,222.7865,0.67,75,21.8,82,82,0.44,610,3.7,0,1,61.9
1001,Belarus,Rest of Europe,2014,4.3,175.6015,11.29,97,26.5,97,97,0.23,6213,12.1,0,1,73.0
1002,Albania,Rest of Europe,2013,10.4,78.243,4.28,99,26.4,99,99,0.03,3781,9.7,0,1,77.6
1003,"Yemen, Rep.",Middle East,2006,69.1,245.522,0.038,78,22.9,78,78,0.02,2543,2.0,0,1,64.0
1004,St. Lucia,Central America and Caribbean,2003,18.3,167.83,13.78,84,27.4,91,90,0.4,9209,7.3,0,1,73.8
1005,Zimbabwe,Africa,2014,62.7,386.5745,4.22,91,23.8,92,91,4.29,1444,8.2,0,1,58.4
1006,Kyrgyz Republic,Asia,2010,29.5,198.813,6.02,96,25.8,88,96,0.16,966,10.6,0,1,69.3
1007,Nicaragua,Central America and Caribbean,2012,22.0,154.948,3.6,98,26.9,99,98,0.11,1851,6.3,0,1,73.0
1008,Australia,Oceania,2001,6.1,73.7145,9.53,94,26.3,91,92,0.04,45865,11.9,1,0,79.6
1009,Turkiye,Middle East,2000,37.9,145.7185,1.66,71,26.7,85,85,0.08,6544,5.5,0,1,70.0
1010,Pakistan,Asia,2015,76.0,160.141,0.04,72,23.9,72,72,0.13,1357,5.1,0,1,66.6
1011,Bhutan,Asia,2006,54.1,245.7,0.28,95,22.9,96,95,0.21,1572,2.3,0,1,66.0
1012,Montenegro,Rest of Europe,2000,14.2,138.1465,10.25,91,25.2,92,91,0.01,4432,10.3,0,1,73.2
1013,Finland,European Union,2011,2.9,83.0505,9.81,88,26.0,99,99,0.08,44467,12.3,1,0,80.5
1014,Qatar,Middle East,2010,9.1,59.613,1.07,97,28.5,98,97,0.05,63002,8.4,0,1,79.1
1015,Paraguay,South America,2013,23.8,146.917,5.62,86,26.4,89,86,0.14,5130,8.3,0,1,73.3
1016,Serbia,Rest of Europe,2002,11.5,150.293,9.2,79,25.4,95,95,0.01,3640,9.7,0,1,72.3
1017,Cote d'Ivoire,Africa,2006,122.0,438.23,0.81,77,23.2,76,77,2.12,1575,3.8,0,1,50.6
1018,China,Asia,2009,17.0,95.1415,4.88,99,23.1,99,99,0.1,5129,7.1,0,1,74.1
1019,Cameroon,Africa,2013,96.7,351.1035,6.56,89,24.2,88,89,1.31,1306,5.9,0,1,56.6
1020,Thailand,Asia,2014,11.3,150.71,6.91,99,24.2,99,99,0.17,5685,7.6,0,1,75.7
1021,Philippines,Asia,2014,30.1,201.364,4.61,67,23.0,82,67,0.09,2867,9.2,0,1,70.5
1022,Somalia,Africa,2003,172.7,347.234,0.0,42,22.3,40,40,0.13,202,2.1,0,1,51.8
